вгору 2,38095238095238
на 7,14285714285714
мені~ 2,38095238095238
тiло 2,38095238095238
теплом 2,38095238095238
людськість 2,38095238095238
з 7,14285714285714
в 9,52380952380952
розширює 2,38095238095238
до 2,38095238095238
защеміло 2,38095238095238
їх 2,38095238095238
то 2,38095238095238
скували 2,38095238095238
лиш 2,38095238095238
за 2,38095238095238
ж 2,38095238095238
кров 2,38095238095238
могучим 2,38095238095238
хмари 2,38095238095238
у 2,38095238095238
стоять 2,38095238095238
вас 2,38095238095238
впутавсь 2,38095238095238
і 2,38095238095238
сумно 2,38095238095238
слово 2,38095238095238
згину 2,38095238095238
всі 2,38095238095238
так 2,38095238095238
серце 2,38095238095238
ними 2,38095238095238
мене 2,38095238095238
мені 2,38095238095238
народ 2,38095238095238
